iter	Logloss
298	0.03488604914
299	0.0347627994
300	0.03464329578
301	0.03439191418
302	0.0342790736
303	0.03412199095
304	0.03395063196
305	0.03382329989
306	0.03370716275
307	0.03357403125
308	0.03341686032
309	0.03331428695
310	0.03319117693
311	0.03307054205
312	0.03294297947
313	0.03281623591
314	0.03261687444
315	0.03245667371
316	0.03232567813
317	0.03216828921
318	0.03203784204
319	0.03181065329
320	0.03163960712
321	0.03148376755
322	0.03123319335
323	0.03109115955
324	0.03098548405
325	0.03084353464
326	0.03073685493
327	0.03058706395
328	0.0304462021
329	0.03035079262
330	0.03023533705
331	0.03013235081
332	0.03003564427
333	0.02994407662
334	0.02983818821
335	0.02969692617
336	0.02959937778
337	0.02949537927
338	0.02941355488
339	0.02929885198
340	0.02916965938
341	0.02906472673
342	0.0289464644
343	0.02884084437
344	0.02875914001
345	0.02868144284
346	0.02856952478
347	0.02848897523
348	0.0283547657
349	0.02825266753
350	0.02807934319
351	0.02799439505
352	0.02789156641
353	0.02776704019
354	0.02768499468
355	0.02757793311
356	0.02747911614
357	0.02740113194
358	0.02730551327
359	0.02720820568
360	0.02708558174
361	0.02698261534
362	0.02691262897
363	0.0268269538
364	0.02672207109
365	0.02658165195
366	0.02647655602
367	0.02637472639
368	0.02629341909
369	0.0262122858
370	0.02612260672
371	0.02605052603
372	0.0259591215
373	0.02587843702
374	0.0257643872
375	0.02564404904
376	0.02558056499
377	0.02547069279
378	0.02537140405
379	0.02529472407
380	0.02519292754
381	0.02512786253
382	0.02504999687
383	0.02494344106
384	0.02486195633
385	0.02479443899
386	0.02470317492
387	0.02462814703
388	0.02454228428
389	0.02445246832
390	0.02437023866
391	0.02430930042
392	0.02424192608
393	0.02415018711
394	0.02406087095
395	0.02399540365
396	0.02390695796
397	0.02381475319
398	0.02372946271
399	0.02364073432
400	0.02354124593
401	0.02346141283
402	0.02338890779
403	0.02329203306
404	0.02320780838
405	0.02313720218
406	0.0230792529
407	0.02298172121
408	0.02291314672
409	0.02283480005
410	0.02275154872
411	0.0226975455
412	0.02263871143
413	0.02257504427
414	0.02252183652
415	0.02246360722
416	0.0223744509
417	0.02229478048
418	0.02223576748
419	0.02215901876
420	0.02207041532
421	0.0220069429
422	0.02193048882
423	0.02187880954
424	0.02180824152
425	0.02173788627
426	0.02165324856
427	0.02156295219
428	0.02148438588
429	0.02141605801
430	0.02136416566
431	0.02129021401
432	0.02124257577
433	0.02117149378
434	0.02112187662
435	0.02106076289
436	0.02100583551
437	0.0209573344
438	0.02088283568
439	0.02081983607
440	0.02075721623
441	0.02070896606
442	0.0206552518
443	0.02060103923
444	0.02052838121
445	0.02047566864
446	0.02042150348
447	0.02036944563
448	0.02029266694
449	0.02023932977
450	0.02017874282
451	0.02013300746
452	0.02007742387
453	0.0200177982
454	0.01996076472
455	0.01989860055
456	0.0198397128
457	0.01978301167
458	0.01974195715
459	0.01968113939
460	0.01962339229
461	0.01958084822
462	0.01952816368
463	0.01947580419
464	0.01940865812
465	0.01935401837
466	0.01930580443
467	0.01925257432
468	0.019205824
469	0.01914599271
470	0.01910374312
471	0.01903568021
472	0.01897861959
473	0.01891486879
474	0.01886144424
475	0.01881682507
476	0.0187636464
477	0.01872283373
478	0.01867320584
479	0.01860900698
480	0.01855090024
481	0.0184992809
482	0.01845756525
483	0.01840479259
484	0.01836473529
485	0.01832058178
486	0.01826270854
487	0.01822251346
488	0.01817148562
489	0.0181288005
490	0.01807883906
491	0.0180247741
492	0.0179715838
493	0.01793291645
494	0.01789227018
495	0.0178447803
496	0.01781135727
497	0.01776552663
498	0.01772245845
499	0.01767807204
